4.980000e+00 4.918262e-03 8.146587e-04
5.020000e+00 4.691920e-03 7.956924e-04
5.060000e+00 4.482815e-03 7.777594e-04
5.100000e+00 4.288858e-03 7.607479e-04
5.140000e+00 4.108100e-03 7.445440e-04
5.180000e+00 3.938715e-03 7.290330e-04
5.220000e+00 3.779001e-03 7.140990e-04
5.260000e+00 3.627373e-03 6.996261e-04
5.300000e+00 3.482359e-03 6.854987e-04
5.340000e+00 3.342603e-03 6.716025e-04
5.380000e+00 3.206880e-03 6.578263e-04
5.420000e+00 3.074103e-03 6.440642e-04
5.460000e+00 2.943344e-03 6.302174e-04
5.500000e+00 2.813838e-03 6.161968e-04
5.540000e+00 2.684997e-03 6.019242e-04
5.580000e+00 2.556413e-03 5.873343e-04
5.620000e+00 2.427853e-03 5.723756e-04
5.660000e+00 2.299257e-03 5.570109e-04
5.700000e+00 2.170720e-03 5.412175e-04
5.740000e+00 2.042480e-03 5.249873e-04
5.780000e+00 1.914897e-03 5.083263e-04
5.820000e+00 1.788430e-03 4.912538e-04
5.860000e+00 1.663617e-03 4.738017e-04
5.900000e+00 1.541044e-03 4.560132e-04
5.940000e+00 1.421324e-03 4.379418e-04
5.980000e+00 1.305067e-03 4.196492e-04
6.020000e+00 1.192861e-03 4.012035e-04
6.060000e+00 1.085241e-03 3.826776e-04
6.100000e+00 9.826793e-04 3.641462e-04
6.140000e+00 8.855641e-04 3.456845e-04
6.180000e+00 7.941925e-04 3.273654e-04
6.220000e+00 7.087660e-04 3.092583e-04
6.260000e+00 6.293911e-04 2.914273e-04
6.300000e+00 5.560841e-04 2.739303e-04
6.340000e+00 4.887806e-04 2.568188e-04
6.380000e+00 4.273467e-04 2.401375e-04
6.420000e+00 3.715905e-04 2.239248e-04
6.460000e+00 3.212754e-04 2.082134e-04
6.500000e+00 2.761311e-04 1.930312e-04
6.540000e+00 2.358638e-04 1.784024e-04
6.580000e+00 2.001646e-04 1.643477e-04
6.620000e+00 1.687157e-04 1.508855e-04
6.660000e+00 1.411958e-04 1.380323e-04
6.700000e+00 1.172840e-04 1.258025e-04
6.740000e+00 9.666227e-05 1.142085e-04
6.780000e+00 7.901857e-05 1.032606e-04
6.820000e+00 6.404887e-05 9.296632e-05
6.860000e+00 5.145949e-05 8.333024e-05
6.900000e+00 4.096941e-05 7.435322e-05
6.940000e+00 3.231251e-05 6.603212e-05
6.980000e+00 2.523966e-05 5.835951e-05
