1.800000e-01 1.133434e+00 1.236710e-02
2.200000e-01 1.005216e+00 1.164661e-02
2.600000e-01 8.962899e-01 1.099750e-02
3.000000e-01 8.138655e-01 1.047964e-02
3.400000e-01 7.435164e-01 1.001648e-02
3.800000e-01 6.916286e-01 9.660651e-03
4.200000e-01 6.509309e-01 9.372110e-03
4.600000e-01 6.126198e-01 9.092126e-03
5.000000e-01 5.774178e-01 8.827038e-03
5.400000e-01 5.460551e-01 8.583969e-03
5.800000e-01 5.152878e-01 8.338632e-03
6.200000e-01 4.870021e-01 8.106536e-03
6.600000e-01 4.625989e-01 7.900821e-03
7.000000e-01 4.429100e-01 7.730857e-03
7.400000e-01 4.250227e-01 7.573140e-03
7.800000e-01 4.066596e-01 7.407735e-03
8.200000e-01 3.900059e-01 7.254467e-03
8.600000e-01 3.758605e-01 7.121692e-03
9.000000e-01 3.624527e-01 6.993516e-03
9.400000e-01 3.496410e-01 6.868803e-03
9.800000e-01 3.386670e-01 6.760150e-03
1.020000e+00 3.284539e-01 6.657438e-03
1.060000e+00 3.164164e-01 6.534304e-03
1.100000e+00 3.014970e-01 6.378395e-03
1.140000e+00 2.849415e-01 6.200801e-03
1.180000e+00 2.690324e-01 6.025210e-03
1.220000e+00 2.552439e-01 5.868777e-03
1.260000e+00 2.434944e-01 5.732108e-03
1.300000e+00 2.330387e-01 5.607689e-03
1.340000e+00 2.235312e-01 5.492106e-03
1.380000e+00 2.150744e-01 5.387215e-03
1.420000e+00 2.076870e-01 5.293885e-03
1.460000e+00 2.010484e-01 5.208591e-03
1.500000e+00 1.947008e-01 5.125707e-03
1.540000e+00 1.883377e-01 5.041254e-03
1.580000e+00 1.818730e-01 4.953977e-03
1.620000e+00 1.753426e-01 4.864224e-03
1.660000e+00 1.688459e-01 4.773261e-03
1.700000e+00 1.625431e-01 4.683323e-03
1.740000e+00 1.566069e-01 4.597009e-03
1.780000e+00 1.511364e-01 4.516006e-03
1.820000e+00 1.461304e-01 4.440585e-03
1.860000e+00 1.415359e-01 4.370219e-03
1.900000e+00 1.372912e-01 4.304188e-03
1.940000e+00 1.333279e-01 4.241607e-03
1.980000e+00 1.295556e-01 4.181171e-03
2.020000e+00 1.258610e-01 4.121123e-03
2.060000e+00 1.221219e-01 4.059446e-03
2.100000e+00 1.182294e-01 3.994226e-03
2.140000e+00 1.141178e-01 3.924158e-03
2.180000e+00 1.097876e-01 3.848988e-03
2.220000e+00 1.053059e-01 3.769608e-03
2.260000e+00 1.007752e-01 3.687625e-03
2.300000e+00 9.630203e-02 3.604853e-03
2.340000e+00 9.196857e-02 3.522813e-03
2.380000e+00 8.782789e-02 3.442597e-03
2.420000e+00 8.390969e-02 3.364929e-03
2.460000e+00 8.022759e-02 3.290272e-03
2.500000e+00 7.678474e-02 3.218899e-03
2.540000e+00 7.357693e-02 3.150944e-03
2.580000e+00 7.059687e-02 3.086474e-03
2.620000e+00 6.783583e-02 3.025516e-03
2.660000e+00 6.528417e-02 2.968068e-03
2.700000e+00 6.292751e-02 2.914004e-03
2.740000e+00 6.074551e-02 2.863037e-03
2.780000e+00 5.871179e-02 2.814703e-03
2.820000e+00 5.679918e-02 2.768477e-03
2.860000e+00 5.498482e-02 2.723901e-03
2.900000e+00 5.325408e-02 2.680689e-03
2.940000e+00 5.159917e-02 2.638708e-03
2.980000e+00 5.001676e-02 2.597931e-03
3.020000e+00 4.850217e-02 2.558294e-03
3.060000e+00 4.704580e-02 2.519593e-03
3.100000e+00 4.563244e-02 2.481457e-03
3.140000e+00 4.424339e-02 2.443397e-03
3.180000e+00 4.286132e-02 2.404931e-03
3.220000e+00 4.147443e-02 2.365702e-03
3.260000e+00 4.007979e-02 2.325587e-03
3.300000e+00 3.868379e-02 2.284728e-03
3.340000e+00 3.730002e-02 2.243492e-03
3.380000e+00 3.594533e-02 2.202374e-03
3.420000e+00 3.463534e-02 2.161870e-03
3.460000e+00 3.338040e-02 2.122344e-03
3.500000e+00 3.218349e-02 2.083946e-03
3.540000e+00 3.103991e-02 2.046587e-03
3.580000e+00 2.993902e-02 2.009966e-03
3.620000e+00 2.886708e-02 1.973655e-03
3.660000e+00 2.781053e-02 1.937200e-03
3.700000e+00 2.675857e-02 1.900209e-03
3.740000e+00 2.570502e-02 1.862425e-03
3.780000e+00 2.464879e-02 1.823760e-03
3.820000e+00 2.359332e-02 1.784286e-03
3.860000e+00 2.254516e-02 1.744201e-03
3.900000e+00 2.151230e-02 1.703779e-03
3.940000e+00 2.050270e-02 1.663319e-03
3.980000e+00 1.952303e-02 1.623093e-03
4.020000e+00 1.857793e-02 1.583320e-03
4.060000e+00 1.766989e-02 1.544141e-03
4.100000e+00 1.679930e-02 1.505620e-03
4.140000e+00 1.596486e-02 1.467751e-03
4.180000e+00 1.516416e-02 1.430471e-03
4.220000e+00 1.439425e-02 1.393684e-03
4.260000e+00 1.365218e-02 1.357285e-03
4.300000e+00 1.293546e-02 1.321177e-03
4.340000e+00 1.224240e-02 1.285296e-03
4.380000e+00 1.157225e-02 1.249623e-03
4.420000e+00 1.092528e-02 1.214189e-03
4.460000e+00 1.030257e-02 1.179079e-03
4.500000e+00 9.705817e-03 1.144421e-03
4.540000e+00 9.136987e-03 1.110379e-03
4.580000e+00 8.598031e-03 1.077133e-03
4.620000e+00 8.090583e-03 1.044864e-03
4.660000e+00 7.615745e-03 1.013739e-03
4.700000e+00 7.173961e-03 9.838965e-04
4.740000e+00 6.764980e-03 9.554395e-04
4.780000e+00 6.387906e-03 9.284300e-04
4.820000e+00 6.041282e-03 9.028892e-04
4.860000e+00 5.723229e-03 8.788009e-04
4.900000e+00 5.431588e-03 8.561174e-04
4.940000e+00 5.164049e-03 8.347666e-04
