1.500000e-01 1.305888e+00 1.877318e-02
1.700000e-01 1.169407e+00 1.776511e-02
1.900000e-01 1.097460e+00 1.720993e-02
2.100000e-01 1.036314e+00 1.672364e-02
2.300000e-01 9.741165e-01 1.621401e-02
2.500000e-01 9.206812e-01 1.576302e-02
2.700000e-01 8.718985e-01 1.533974e-02
2.900000e-01 8.312256e-01 1.497767e-02
3.100000e-01 7.965055e-01 1.466153e-02
3.300000e-01 7.602567e-01 1.432402e-02
3.500000e-01 7.267761e-01 1.400507e-02
3.700000e-01 7.017331e-01 1.376166e-02
3.900000e-01 6.815240e-01 1.356206e-02
4.100000e-01 6.611156e-01 1.335745e-02
4.300000e-01 6.407463e-01 1.315007e-02
4.500000e-01 6.217244e-01 1.295340e-02
4.700000e-01 6.035153e-01 1.276230e-02
4.900000e-01 5.857184e-01 1.257272e-02
5.100000e-01 5.691172e-01 1.239327e-02
5.300000e-01 5.537127e-01 1.222439e-02
5.500000e-01 5.383976e-01 1.205415e-02
5.700000e-01 5.228339e-01 1.187864e-02
5.900000e-01 5.077417e-01 1.170594e-02
6.100000e-01 4.936163e-01 1.154196e-02
6.300000e-01 4.803879e-01 1.138626e-02
6.500000e-01 4.681068e-01 1.123977e-02
6.700000e-01 4.570910e-01 1.110673e-02
6.900000e-01 4.473764e-01 1.098807e-02
7.100000e-01 4.384436e-01 1.087782e-02
7.300000e-01 4.295921e-01 1.076745e-02
7.500000e-01 4.204533e-01 1.065231e-02
7.700000e-01 4.111652e-01 1.053399e-02
7.900000e-01 4.021540e-01 1.041792e-02
8.100000e-01 3.937986e-01 1.030913e-02
8.300000e-01 3.862133e-01 1.020936e-02
8.500000e-01 3.792218e-01 1.011653e-02
8.700000e-01 3.724990e-01 1.002646e-02
8.900000e-01 3.657976e-01 9.935857e-03
9.100000e-01 3.591078e-01 9.844583e-03
9.300000e-01 3.526403e-01 9.755530e-03
9.500000e-01 3.466417e-01 9.672201e-03
9.700000e-01 3.411953e-01 9.595916e-03
9.900000e-01 3.361387e-01 9.524544e-03
1.010000e+00 3.311281e-01 9.453289e-03
1.030000e+00 3.257797e-01 9.376633e-03
1.050000e+00 3.197960e-01 9.290122e-03
1.070000e+00 3.130367e-01 9.191418e-03
1.090000e+00 3.055325e-01 9.080580e-03
1.110000e+00 2.974615e-01 8.959841e-03
1.130000e+00 2.891040e-01 8.833076e-03
1.150000e+00 2.807790e-01 8.704969e-03
1.170000e+00 2.727750e-01 8.579997e-03
1.190000e+00 2.652898e-01 8.461458e-03
1.210000e+00 2.584029e-01 8.350906e-03
1.230000e+00 2.520849e-01 8.248184e-03
1.250000e+00 2.462385e-01 8.151976e-03
1.270000e+00 2.407503e-01 8.060618e-03
1.290000e+00 2.355331e-01 7.972800e-03
